model,input_size,test_accuracy,top_3_accuracy,model_size_mb,inference_ms_per_batch
Baseline CNN,128x128,,,,
MobileNetV2,224x224,0.7906786590351594,0.940583265194876,22.42937183380127,149.35131820000151
